index,value
522,1
335,0
440,1
50,0
402,0
342,0
456,1
345,0
485,0
164,0
310,0
376,1
97,0
196,0
165,0
606,0
630,1
412,0
544,1
627,1
233,0
212,1
569,1
266,1
268,1
643,0
209,1
628,1
595,1
293,1
138,0
200,0
467,1
118,0
247,0
620,0
321,1
742,0
652,1
516,1
574,1
484,1
261,1
160,0
686,0
335,0
572,1
598,1
156,1
363,0
184,1
554,0
514,0
581,1
103,0
690,0
213,1
214,1
760,0
548,1
217,0
725,0
63,0
106,0
708,0
259,0
585,0
462,1
309,0
204,0
768,0
174,0
112,0
748,0
71,0
380,1
521,1
464,0
516,1
208,1
347,1
214,1
201,0
409,1
16,0
547,0
624,1
655,1
434,1
300,1
752,0
458,1
550,0
1,0
458,0
354,1
517,1
144,0
781,0
777,0
699,0
316,1
650,0
234,1
257,0
758,0
627,1
541,1
698,0
374,0
322,1
404,1
571,1
487,1
654,1
102,0
529,0
479,0
355,1
155,0
442,1
715,0
293,1
116,0
325,1
325,1
622,1
660,1
376,1
433,1
380,1
263,1
328,1
598,0
150,0
751,0
382,1
36,0
465,0
518,1
287,0
653,1
293,1
258,0
463,1
402,1
172,0
671,0
331,0
661,0
354,1
148,0
104,0
356,1
291,1
405,1
620,0
605,1
64,0
392,0
403,1
212,1
134,1
309,0
376,1
659,1
332,0
460,1
244,1
405,1
745,0
223,0
580,0
708,0
256,0
670,0
289,1
436,1
470,0
461,1
628,1
187,1
516,1
389,0
73,0
112,0
81,0
541,1
490,1
282,0
218,1
271,1
393,0
271,1
648,0
179,1
219,1
625,1
281,0
445,0
284,0
327,1
0,0
437,1
783,0
464,1
741,0
329,0
490,1
575,1
250,0
374,1
155,1
430,0
60,0
667,0
722,0
292,1
579,1
349,1
488,1
30,0
319,1
94,0
481,0
726,0
779,0
52,0
210,1
382,1
648,0
352,1
186,1
632,1
205,0
316,1
491,1
375,1
69,0
783,0
460,1
548,1
322,0
131,0
213,1
549,1
607,0
259,0
442,1
761,0
690,0
464,1
365,0
179,1
433,1
677,0
466,1
654,1
123,0
259,1
326,1
633,1
629,1
195,0
629,1
256,0
539,0
378,1
174,0
695,0
19,0
354,0
328,1
443,0
266,1
92,0
142,0
560,0
124,1
619,0
549,1
525,1
593,0
652,0
295,1
633,1
311,0
718,1
215,1
579,1
103,1
450,0
335,0
117,0
730,0
574,1
49,0
467,1
629,1
279,0
321,0
152,1
427,0
447,0
684,0
493,1
542,1
409,1
404,1
524,0
739,0
270,0
492,1
522,1
31,0
517,1
747,0
325,1
221,0
532,0
539,1
619,0
241,0
208,1
374,1
685,1
500,0
162,0
513,0
209,1
571,1
457,1
316,1
28,0
18,0
552,0
568,1
759,0
723,0
295,0
230,0
5,0
249,1
705,0
697,0
563,0
252,0
433,0
244,1
263,0
339,0
623,0
332,0
235,1
527,0
320,1
55,0
130,0
399,0
489,1
710,1
631,0
622,0
193,0
405,1
718,1
626,1
433,1
289,1
278,0
392,0
433,1
297,1
267,1
624,1
27,0
262,1
603,1
480,0
139,0
244,0
519,1
684,1
405,1
711,1
240,1
40,0
336,0
247,1
224,0
686,0
134,0
656,1
419,0
157,1
516,1
322,1
628,1
573,1
146,0
414,0
426,1
407,1
495,1
730,0
112,0
487,1
362,0
297,1
438,1
220,0
664,0
73,0
436,1
292,1
409,1
264,0
321,0
573,1
78,0
595,1
262,1
60,0
493,1
144,0
382,1
566,0
524,1
382,0
681,0
575,1
266,1
346,1
378,0
346,1
153,1
139,0
337,0
97,0
552,0
599,1
752,0
458,1
239,1
244,1
72,1
496,1
608,0
56,0
772,0
730,0
291,1
434,1
85,0
33,0
594,0
10,0
769,0
680,0
12,0
623,1
205,1
423,0
412,1
631,0
632,0
407,1
782,0
604,0
751,0
21,0
603,1
215,1
308,0
199,0
463,1
399,0
293,1
505,0
353,0
317,0
160,0
640,0
347,1
388,0
632,0
383,1
194,0
231,0
326,1
380,1
627,1
408,1
657,1
355,1
538,1
206,0
193,0
435,1
238,1
452,0
83,0
274,1
688,0
531,0
28,0
600,1
549,1
349,0
379,1
556,0
442,0
328,1
661,1
47,0
308,0
617,0
633,0
407,1
191,0
217,0
463,1
356,1
624,0
43,0
557,0
435,1
745,1
34,0
150,1
683,0
656,1
97,0
381,1
408,1
46,0
218,1
404,1
296,1
212,1
625,1
207,1
161,1
486,1
603,0
165,0
155,0
317,1
521,1
518,1
269,1
313,0
723,0
183,1
432,1
407,1
745,0
517,1
181,0
695,0
227,0
444,0
44,0
441,1
623,1
261,0
544,1
240,1
353,1
665,0
211,1
204,1
373,1
89,0
310,0
519,1
143,0
347,1
82,0
293,0
751,0
434,1
185,1
705,0
550,1
589,0
59,0
279,0
382,0
578,1
783,0
555,0
711,0
523,1
772,0
683,1
178,1
207,1
633,1
587,0
25,0
437,0
48,0
277,0
715,0
157,1
180,1
488,1
510,0
353,0
353,1
199,0
495,1
464,1
734,0
425,0
213,1
491,1
267,1
208,0
259,1
111,0
679,0
575,1
472,0
369,0
630,1
547,1
734,0
151,1
729,0
266,1
48,0
238,1
20,0
606,1
327,1
494,0
574,0
462,1
729,0
355,1
116,0
47,0
671,0
197,0
345,1
376,1
647,0
541,1
662,0
463,1
408,1
87,0
213,1
662,0
659,1
239,1
171,0
214,1
677,0
485,1
213,1
527,0
628,1
537,0
262,1
102,0
268,1
301,0
588,0
579,1
280,0
655,1
73,0
426,1
544,1
103,0
173,0
544,1
344,0
511,0
712,0
754,0
341,1
160,0
213,1
327,0
261,1
294,1
160,0
693,0
469,1
577,1
134,0
442,1
578,1
304,0
74,0
148,0
115,0
350,1
300,1
629,1
200,0
337,0
574,1
452,1
320,1
157,0
146,0
294,1
779,0
59,0
576,1
165,0
595,0
438,1
147,1
225,0
537,0
291,1
162,0
469,1
462,0
298,1
161,0
509,0
520,1
428,1
359,0
688,1
580,1
533,0
240,1
376,1
74,0
484,1
214,0
290,0
332,0
150,1
709,0
463,1
732,0
733,0
246,0
700,0
31,0
755,0
673,0
408,1
605,1
767,0
177,0
495,1
571,1
392,0
230,0
340,0
705,0
160,0
718,0
194,0
630,1
77,0
405,0
663,0
209,0
185,1
712,0
211,1
557,0
287,0
471,0
489,1
708,0
240,1
547,1
652,0
7,0
186,1
72,0
148,0
478,0
361,0
570,1
187,1
570,0
407,1
81,0
545,1
621,0
276,0
395,0
491,0
407,1
35,0
755,0
707,0
511,0
266,1
497,0
471,0
464,1
219,0
437,1
541,0
515,0
609,0
270,1
572,0
535,0
95,0
603,1
644,0
105,0
490,1
243,1
316,1
500,0
495,0
497,1
326,1
156,1
39,0
659,1
648,0
95,0
780,0
441,1
688,1
252,0
375,1
258,0
90,0
757,0
606,1
182,1
292,1
773,0
186,0
364,0
289,0
271,1
30,0
713,1
658,1
233,0
705,0
648,0
270,1
319,0
453,0
271,1
749,0
443,1
155,1
315,1
180,1
455,0
351,1
235,1
697,0
641,0
289,1
567,0
658,0
696,0
528,0
175,0
727,0
265,0
405,1
321,1
373,1
20,0
404,1
286,1
429,0
708,0
152,0
298,1
374,1
15,0
22,0
67,0
325,1
602,1
167,0
672,0
777,0
484,0
696,0
51,0
434,1
304,0
196,0
254,0
215,0
427,1
597,1
303,0
542,1
653,1
235,1
299,1
213,1
467,0
264,1
731,0
202,1
430,1
660,0
244,1
487,1
496,1
323,1
490,1
18,0
548,1
756,0
515,1
417,0
486,0
154,1
329,1
186,1
583,0
127,0
136,0
322,1
688,0
490,1
103,0
532,0
455,0
632,1
398,1
603,1
165,0
250,0
179,1
66,0
489,1
310,0
410,1
601,1
70,0
223,0
600,1
389,0
735,0
516,0
256,0
405,1
534,0
224,0
655,1
294,1
346,1
545,0
358,0
344,1
626,1
538,0
252,0
713,0
246,1
213,1
115,0
185,1
103,1
76,0
585,0
612,0
353,0
310,0
643,0
349,0
331,0
226,0
6,0
605,1
197,0
545,1
228,0
302,1
739,1
58,0
571,1
122,1
70,0
487,0
142,0
331,1
241,1
698,0
733,0
401,1
94,0
211,1
734,0
156,1
597,1
432,1
56,0
374,1
216,1
433,1
58,0
63,0
127,0
273,1
409,0
615,0
599,1
627,0
645,0
296,1
354,1
129,0
600,1
577,1
513,0
323,1
439,1
280,0
386,0
219,0
374,0
318,1
653,1
532,0
520,1
100,0
160,0
358,0
347,1
705,0
215,1
569,1
238,1
505,0
465,0
683,0
618,0
651,0
379,1
427,0
400,1
143,0
563,0
293,1
398,0
528,0
3,0
459,1
644,0
481,0
268,1
409,1
703,0
261,1
15,0
654,1
617,0
382,1
336,0
568,0
346,1
508,0
299,0
205,1
597,1
606,1
625,1
367,0
300,1
687,1
291,1
551,1
733,0
434,1
284,0
286,0
738,1
342,1
293,0
492,0
612,0
518,1
454,1
715,0
375,1
435,1
463,0
408,1
5,0
64,0
676,0
709,1
462,1
776,0
240,1
676,0
152,0
644,0
52,0
500,0
319,1
687,1
27,0
630,0
666,0
237,0
219,0
379,1
742,0
594,1
260,0
30,0
566,0
374,1
396,0
417,0
175,0
615,0
552,0
656,0
516,1
548,1
756,0
295,1
301,1
501,0
376,1
577,0
464,1
338,0
455,0
184,1
601,0
580,0
306,0
118,0
175,0
633,1
272,1
746,0
376,1
323,1
402,1
69,0
587,0
489,1
596,1
233,1
325,1
261,1
400,1
435,1
510,0
143,0
238,1
683,1
247,0
570,1
216,0
681,1
422,0
617,0
355,1
222,0
460,1
580,1
216,1
517,1
131,1
71,1
112,0
33,0
543,1
614,0
503,0
1,0
380,1
271,1
178,0
298,1
145,0
329,1
483,1
484,0
574,1
266,1
484,1
348,1
391,0
95,0
488,1
85,0
178,1
429,1
342,0
526,0
207,1
645,0
247,0
409,1
691,0
492,0
603,1
149,0
686,1
637,0
63,0
236,1
461,1
577,1
645,0
765,0
333,0
447,0
431,1
19,0
146,0
707,0
98,1
683,0
781,0
488,1
434,1
247,0
465,1
325,0
144,0
370,1
477,0
604,1
548,1
598,1
358,0
574,0
143,0
464,1
743,0
660,1
457,1
410,1
756,0
624,1
367,0
239,0
318,1
318,1
184,1
328,0
157,1
406,1
574,1
350,1
227,0
389,0
208,1
387,1
266,1
545,0
691,0
282,0
374,1
521,1
167,0
449,0
461,0
378,1
575,1
155,1
184,1
401,1
541,1
267,1
660,0
16,0
495,1
264,1
507,0
152,0
171,0
15,0
99,1
486,1
297,1
208,1
411,1
780,0
487,1
733,0
122,1
226,0
598,1
574,0
111,0
574,1
604,1
302,0
375,1
701,0
239,1
611,0
249,0
628,1
244,0
103,0
564,1
348,1
175,0
430,1
186,0
316,1
10,0
358,0
659,1
281,0
499,0
741,0
13,0
315,1
218,0
488,1
377,1
559,0
156,1
335,0
251,0
382,1
465,1
221,0
326,1
262,1
409,1
641,0
478,0
149,1
18,0
547,1
17,0
546,1
623,1
660,1
746,0
492,1
214,1
522,0
563,0
281,0
780,0
242,1
766,0
90,0
518,1
190,0
587,0
120,0
212,1
593,0
246,0
518,1
184,1
132,0
383,1
130,0
471,0
351,1
628,1
601,1
490,1
658,1
304,0
770,0
217,0
478,0
275,0
12,0
262,1
571,1
109,0
489,1
463,1
178,0
111,0
413,0
242,0
661,1
147,0
643,0
271,1
254,0
614,0
550,1
404,0
259,1
272,1
190,1
465,1
435,1
107,0
268,1
292,1
320,0
476,0
589,0
197,0
442,0
231,0
760,0
749,0
436,1
118,0
134,0
296,1
776,0
481,0
474,0
375,1
440,0
234,0
236,1
212,1
314,1
494,1
465,1
204,0
111,0
319,1
409,1
492,1
455,1
129,1
146,0
292,1
213,1
406,1
589,0
727,0
317,1
491,1
518,1
435,1
382,1
304,0
158,1
224,0
709,1
512,0
501,0
576,0
378,1
215,1
657,0
413,1
490,1
375,1
53,0
474,0
333,0
316,1
545,1
424,0
520,1
240,1
525,0
70,0
342,1
316,0
743,1
466,0
416,0
238,1
636,0
467,0
490,1
265,1
460,1
297,1
254,0
157,0
19,0
717,0
686,1
406,1
542,1
228,0
404,1
112,0
511,0
128,1
144,0
695,0
611,0
243,0
241,1
322,1
93,0
178,1
514,1
519,1
303,0
487,1
624,1
492,1
464,1
570,1
603,1
455,0
431,1
602,1
511,1
298,0
32,0
359,0
495,1
322,1
660,0
682,0
28,0
293,0
260,0
331,0
275,0
603,1
570,1
385,1
320,1
235,1
380,1
355,1
249,0
517,1
667,0
643,0
374,1
567,1
304,0
181,1
713,0
498,0
241,1
203,0
294,1
211,1
235,0
61,0
534,0
603,1
87,0
393,0
253,0
416,0
176,1
76,0
548,1
40,0
526,0
271,1
19,0
558,0
182,1
545,1
679,0
80,0
113,0
295,1
740,0
495,1
600,1
33,0
578,1
598,1
34,0
593,0
736,0
133,1
404,1
758,0
605,1
322,0
285,0
296,1
178,1
364,0
37,0
412,1
229,0
400,1
581,1
525,0
596,1
672,0
346,1
699,0
287,1
398,0
82,0
458,0
656,1
458,1
156,1
379,0
234,1
233,1
187,1
33,0
125,1
444,0
145,0
451,0
256,0
597,1
691,1
303,0
551,0
13,0
182,1
526,0
376,1
183,1
760,0
351,0
561,0
301,1
255,0
380,1
320,1
377,1
371,0
574,1
543,1
436,1
578,1
516,1
15,0
580,0
599,1
601,1
554,0
377,1
167,0
322,0
271,1
544,1
75,0
455,1
499,0
736,0
316,0
624,1
238,1
352,1
70,0
516,0
130,0
362,0
455,0
213,1
262,1
57,0
599,1
320,1
430,1
568,0
7,0
274,1
602,1
213,1
565,0
47,0
608,0
594,1
159,1
400,1
432,0
385,1
351,1
591,0
455,0
138,0
578,0
627,0
519,1
401,1
335,0
702,0
410,0
148,0
212,1
433,1
699,0
215,1
345,1
423,0
513,1
162,0
687,0
220,0
115,0
627,1
402,0
218,1
751,0
750,0
498,1
630,1
328,0
247,1
628,1
250,0
183,1
527,0
463,1
18,0
265,1
114,0
408,1
343,1
178,1
675,0
655,0
489,1
492,1
627,1
483,1
376,0
481,0
432,1
270,1
13,0
272,1
227,0
267,0
654,1
376,1
87,0
342,0
464,1
352,1
86,0
261,0
221,0
206,1
297,1
154,1
458,1
72,0
78,0
487,0
680,0
376,0
184,0
191,1
200,0
55,0
214,1
290,0
515,1
158,0
287,0
492,1
133,1
488,1
265,1
631,1
101,1
39,0
598,1
93,0
428,1
576,1
635,0
181,1
391,0
176,1
272,1
469,0
107,0
288,1
353,0
530,0
293,0
216,1
723,0
265,1
214,1
657,1
319,1
452,0
727,0
560,0
527,0
125,0
752,0
190,1
29,0
518,1
181,1
412,1
324,1
18,0
410,1
543,1
602,0
246,0
78,0
297,1
236,1
460,1
190,1
568,0
146,0
325,0
541,1
399,1
149,0
288,1
325,1
627,0
694,0
213,1
531,0
518,1
433,1
596,1
680,1
379,0
267,1
591,0
194,0
379,1
246,0
580,1
766,0
378,1
245,1
320,1
262,1
656,0
271,0
635,1
473,0
125,1
218,0
573,1
735,1
291,1
216,1
620,0
552,0
394,0
541,1
212,1
451,0
298,0
289,1
126,0
668,0
272,1
522,1
399,1
629,1
144,0
292,1
325,1
10,0
256,0
489,1
308,0
73,0
155,1
410,1
480,0
162,1
231,0
252,0
298,1
543,1
507,0
160,0
518,1
405,1
720,1
604,1
477,0
442,0
381,1
612,0
536,0
352,1
184,1
629,1
176,0
780,0
432,1
595,1
154,1
398,1
322,0
565,0
546,1
493,0
115,0
461,1
757,0
211,1
750,0
748,0
555,1
496,1
379,1
300,0
254,1
502,0
36,0
541,1
471,0
628,1
656,0
236,1
484,1
652,1
686,1
429,1
429,1
290,1
433,1
215,1
669,0
255,0
301,0
433,1
482,1
7,0
565,0
477,0
471,0
243,1
457,1
105,0
380,1
394,0
667,0
493,1
541,0
449,0
154,1
81,0
129,0
594,0
465,1
187,0
538,0
457,1
282,0
584,0
342,1
115,0
50,0
89,0
632,1
523,1
659,0
42,0
589,0
203,0
514,0
657,1
315,1
367,0
502,0
346,1
353,0
496,0
541,1
464,1
602,0
413,1
548,1
674,0
649,0
273,1
342,1
234,0
624,1
597,0
686,1
536,0
291,1
157,1
258,0
262,1
293,1
380,1
171,0
405,1
266,1
377,1
545,0
218,1
351,0
348,1
380,1
777,0
632,1
761,0
494,0
153,0
689,0
687,0
299,1
90,0
419,0
475,0
3,0
80,0
34,0
295,0
138,0
546,1
626,1
146,0
722,0
560,0
48,0
185,1
350,0
209,1
99,1
515,0
211,1
315,0
605,1
459,1
212,1
378,1
31,0
208,1
631,1
284,0
434,1
549,1
285,0
296,1
61,0
240,1
49,0
144,0
670,0
268,1
61,0
371,0
428,1
712,0
770,0
142,0
541,1
362,0
95,0
35,0
241,1
80,0
344,1
602,1
116,0
238,1
298,1
314,1
374,1
687,1
213,1
462,1
570,1
718,0
240,0
304,1
355,1
321,1
526,0
146,0
16,0
322,1
541,1
674,0
549,1
154,1
758,0
351,1
125,0
146,0
165,0
467,0
50,0
234,1
751,0
212,1
263,1
244,1
279,0
731,0
247,0
782,0
717,1
598,0
672,0
415,0
65,0
232,0
3,0
121,0
102,1
182,1
425,1
191,0
433,1
561,0
545,1
162,0
607,1
549,1
377,1
711,0
775,0
541,1
322,1
335,0
471,0
692,0
558,0
575,1
50,0
527,0
631,1
658,1
574,0
544,0
241,1
181,1
494,1
521,1
120,0
744,0
341,0
144,0
298,1
455,1
390,0
178,1
764,0
212,1
157,1
598,1
429,1
597,1
551,1
42,0
706,0
668,0
505,0
514,1
128,0
404,1
138,0
376,1
209,1
346,1
516,1
676,0
407,1
667,0
186,0
469,1
35,0
726,0
481,0
332,0
76,0
404,0
148,0
484,1
188,1
348,1
178,0
193,0
188,1
633,1
335,0
122,1
463,1
437,0
233,1
745,0
576,1
626,1
373,0
256,0
405,0
405,1
719,1
320,0
408,1
451,0
285,0
646,0
52,0
370,0
207,1
639,0
65,0
394,0
4,0
239,1
148,1
151,1
711,1
586,0
190,0
378,1
427,0
297,0
474,0
317,1
605,1
409,1
72,0
215,0
574,1
508,0
271,1
566,0
258,0
604,1
339,0
198,0
41,0
99,0
683,0
50,0
262,1
699,0
380,0
489,1
699,0
745,0
465,1
726,0
216,1
327,1
463,1
521,1
239,1
211,1
97,0
519,1
380,1
472,0
442,1
325,1
230,0
635,1
440,1
626,0
59,0
316,1
132,0
316,0
267,1
230,0
345,1
568,0
287,1
309,0
237,1
736,0
434,1
636,1
263,1
276,0
179,1
625,1
540,0
606,1
235,1
776,0
393,0
584,0
318,0
593,0
311,0
258,0
434,1
381,1
105,0
239,0
445,0
330,0
696,0
201,0
385,0
628,1
277,0
546,1
488,0
139,0
81,0
192,0
556,1
76,0
263,1
467,1
261,0
641,0
659,1
560,0
168,0
297,1
436,1
757,0
232,0
109,0
328,0
597,0
332,0
778,0
161,0
437,1
189,0
19,0
430,1
621,0
81,0
401,1
731,0
292,1
720,0
101,0
286,0
448,0
570,1
199,0
157,1
465,1
353,1
154,1
409,1
187,1
323,1
300,0
36,0
479,0
601,1
615,0
478,0
399,1
371,0
86,0
117,0
132,0
147,1
334,0
253,0
594,1
657,1
437,1
686,1
770,0
214,0
518,1
488,1
83,0
169,0
495,1
251,0
416,0
688,1
492,1
299,1
604,1
275,0
191,1
184,1
429,1
154,1
316,0
650,0
465,1
291,1
494,0
236,1
515,0
169,0
497,0
490,1
280,0
330,1
298,1
518,1
333,0
50,0
266,1
100,1
569,1
719,0
175,0
469,0
76,0
686,1
656,1
16,0
537,1
279,0
593,1
435,1
266,1
701,0
214,1
316,1
189,1
398,1
760,0
743,0
646,0
516,1
601,1
147,0
466,1
548,1
749,0
617,0
385,0
436,1
298,1
15,0
479,0
461,1
239,1
659,1
409,1
662,1
215,1
90,0
241,1
133,0
231,0
154,1
158,1
604,0
213,0
517,0
575,1
355,0
739,0
63,0
348,1
431,1
507,0
462,1
486,1
609,1
386,0
62,0
237,1
348,1
179,1
68,0
461,1
353,1
434,0
127,0
410,1
718,0
220,0
315,1
26,0
346,1
416,0
331,0
405,1
492,1
267,1
633,1
774,0
22,0
605,1
405,1
435,1
232,1
619,0
548,0
130,1
336,0
317,1
192,1
293,1
746,0
201,0
260,0
576,1
305,0
605,0
783,0
121,0
345,1
639,0
405,1
604,1
76,0
547,1
769,0
513,0
273,1
675,0
56,0
574,1
289,0
176,0
408,1
295,1
585,0
712,1
72,0
326,0
178,1
10,0
649,0
432,1
548,1
30,0
547,1
435,1
166,0
581,0
212,1
458,1
32,0
351,1
469,0
581,0
681,0
671,0
574,1
600,1
498,1
462,1
653,0
133,1
512,1
414,0
183,0
404,1
179,1
59,0
303,0
127,0
240,1
134,1
773,0
327,1
776,0
366,0
703,0
400,1
680,0
66,0
568,1
680,1
370,0
245,1
237,1
687,0
30,0
2,0
643,0
49,0
483,1
327,1
671,0
383,1
633,1
273,1
137,0
717,0
154,1
486,0
356,1
404,1
696,0
517,1
725,0
488,1
70,0
745,0
435,1
545,1
438,1
451,0
380,1
537,0
601,1
623,1
494,1
519,0
334,0
435,1
600,1
633,0
236,0
736,0
522,1
455,1
101,0
477,0
776,0
75,1
597,0
458,1
740,0
211,1
350,0
538,1
542,1
16,0
358,0
528,0
398,1
710,0
153,1
250,0
493,0
749,0
742,0
380,1
437,1
458,1
343,1
436,1
736,0
681,1
419,0
740,0
216,0
351,1
605,1
157,1
116,0
97,0
421,0
240,1
574,1
461,1
624,1
326,1
169,0
187,1
591,0
194,0
18,0
401,0
713,1
295,1
327,0
213,1
647,0
269,0
599,0
443,0
133,0
540,1
438,1
458,1
572,1
511,1
635,0
273,1
69,0
649,1
307,0
246,1
261,1
461,1
222,0
410,1
394,0
305,0
574,1
377,1
267,1
245,1
402,1
294,1
20,0
405,0
649,0
477,0
558,0
250,0
740,1
5,0
349,1
291,0
379,0
186,1
552,1
687,1
344,0
245,1
578,1
422,0
265,1
434,1
405,1
765,0
439,0
711,1
292,1
747,0
597,1
748,0
417,0
433,1
578,0
529,0
614,0
607,0
212,1
256,0
716,0
427,1
42,0
381,1
20,0
351,1
580,1
373,1
158,0
99,0
352,1
297,1
495,1
214,1
210,1
143,0
55,0
385,1
746,0
10,0
633,1
101,0
262,1
263,1
599,0
624,1
687,1
55,0
433,1
678,0
414,0
496,0
332,0
357,0
295,1
283,0
32,0
330,0
348,1
385,0
396,1
492,1
521,1
413,0
135,0
90,0
207,1
740,0
125,0
402,0
480,0
598,1
672,0
444,0
203,0
521,0
508,0
505,0
233,1
75,0
630,0
327,0
104,0
478,0
200,0
599,1
736,0
373,1
94,0
357,0
266,1
552,0
327,1
704,0
48,0
225,0
659,1
607,1
154,1
711,1
410,0
300,1
237,1
513,1
485,1
522,0
299,1
376,1
436,1
779,0
624,1
472,0
547,1
399,1
636,1
454,0
28,0
464,0
520,0
219,0
711,0
468,0
465,1
729,0
693,0
229,0
147,0
266,1
662,0
783,0
225,0
682,0
550,1
568,1
172,0
90,0
157,1
519,1
181,1
592,0
233,1
188,1
323,1
64,0
605,1
343,0
491,1
585,0
346,1
468,0
318,1
242,0
260,0
406,1
689,0
552,0
266,1
386,1
543,1
403,1
370,0
666,0
739,0
417,0
278,0
679,0
631,0
655,1
654,1
178,0
157,1
402,1
325,1
318,1
83,0
512,1
518,0
296,1
235,0
324,1
257,0
454,1
659,1
18,0
204,1
387,1
347,0
186,0
210,1
521,1
627,1
209,0
516,1
343,0
265,1
380,1
22,0
718,0
379,1
677,0
633,1
740,0
626,1
377,1
567,1
431,1
346,0
621,0
511,1
166,0
340,0
462,1
552,0
544,1
261,1
294,1
264,1
130,0
90,0
184,1
346,1
352,1
374,1
516,1
658,1
327,1
351,1
183,1
57,0
557,0
590,0
163,1
462,1
513,0
95,0
156,1
490,1
231,0
706,1
348,1
238,0
572,0
463,1
208,1
452,0
148,0
496,1
350,1
83,0
720,0
377,1
297,1
206,1
471,1
552,0
519,1
29,0
204,1
337,0
560,0
217,1
143,0
514,0
660,1
408,0
411,1
628,1
657,1
381,1
706,0
321,0
197,0
79,0
199,0
117,0
510,0
660,0
610,0
245,1
693,0
210,1
106,0
425,0
438,0
565,0
560,0
252,0
486,1
388,0
576,1
244,1
407,1
626,0
554,0
158,1
354,1
432,1
185,1
267,1
696,0
256,1
74,0
561,0
209,1
783,0
749,0
402,1
627,0
189,0
354,1
488,1
42,0
62,0
328,1
359,0
323,1
3,0
213,1
207,1
408,1
282,0
119,0
145,0
181,1
428,1
353,1
566,1
99,1
699,0
209,1
660,0
612,0
511,1
381,1
208,1
211,1
294,1
342,0
625,1
260,1
165,0
547,1
660,1
468,1
260,1
483,0
437,1
369,1
96,0
436,1
638,0
392,0
462,1
242,1
209,1
138,0
267,1
432,1
112,0
407,1
712,1
212,1
697,0
762,0
314,0
578,1
264,1
460,1
206,1
331,0
408,1
488,1
446,0
41,0
376,1
471,0
605,1
561,0
470,0
192,0
56,0
431,1
660,1
14,0
379,1
382,1
496,1
605,1
16,0
80,0
262,1
388,0
79,0
435,1
568,1
694,0
710,0
83,0
102,0
353,1
295,1
378,1
211,1
603,1
185,1
245,0
182,1
373,1
631,1
432,1
398,1
347,1
288,1
433,1
393,0
23,0
370,1
628,1
352,1
214,1
286,0
68,1
448,0
697,0
292,1
592,0
243,0
275,0
485,1
633,1
19,0
39,0
461,1
45,0
204,1
353,1
353,1
210,1
268,1
622,0
343,0
462,1
59,0
445,0
771,0
442,0
207,1
490,0
432,1
216,0
225,0
466,0
524,0
551,1
127,1
234,1
635,1
709,0
487,1
383,1
602,1
238,1
660,0
373,1
85,0
351,1
606,1
684,0
378,1
626,0
571,0
457,0
311,0
275,0
265,1
709,0
717,0
194,0
492,1
693,0
334,0
61,0
323,1
264,1
182,1
481,1
438,1
411,1
457,1
602,1
380,1
115,0
765,0
573,1
453,1
349,1
414,1
629,1
152,0
537,0
17,0
406,1
151,1
377,1
480,0
622,0
679,0
376,1
353,1
524,1
346,1
235,1
638,0
117,0
709,0
771,0
354,1
214,1
404,1
109,0
238,0
408,1
357,1
230,1
718,0
654,0
460,1
401,1
732,0
126,1
444,0
181,1
778,0
590,0
404,0
511,1
442,0
572,1
239,1
180,1
244,1
265,0
30,0
493,0
381,1
419,0
571,0
450,0
660,1
711,1
96,1
394,0
260,1
47,0
556,0
571,1
238,1
474,0
244,1
627,1
494,1
150,0
162,0
342,0
574,1
521,1
674,0
156,1
550,1
267,1
2,0
292,1
441,0
258,1
25,0
236,0
69,0
244,1
22,0
259,0
405,1
177,1
433,1
217,0
519,1
276,0
228,0
657,1
64,0
272,1
327,1
503,0
321,1
654,1
562,0
238,1
95,0
580,1
185,1
622,0
399,1
441,1
760,0
770,0
325,1
233,1
640,0
747,0
546,1
417,0
128,0
648,0
656,1
644,0
597,1
80,0
615,0
149,0
290,1
479,0
555,0
399,1
375,1
606,0
37,0
669,0
206,1
155,1
292,1
180,1
7,0
230,0
291,1
349,1
557,0
774,0
423,0
614,0
289,1
54,0
154,1
411,1
553,0
548,1
1,0
541,1
581,1
660,1
469,1
677,0
283,0
236,1
438,1
209,1
241,1
333,0
182,0
362,0
175,0
89,0
599,1
354,1
326,0
76,0
471,0
598,1
38,0
338,0
263,1
154,1
216,1
704,0
289,1
203,1
67,0
461,1
307,0
581,1
68,0
336,0
454,0
83,0
323,1
129,0
134,0
47,0
65,0
515,1
571,1
494,1
315,1
347,1
642,0
178,1
200,0
748,0
293,1
384,0
164,0
230,0
757,0
350,1
642,0
654,0
97,0
393,0
200,0
773,0
432,1
188,0
380,1
596,1
464,1
460,1
36,0
14,0
262,1
491,1
629,1
636,0
445,0
16,0
603,1
505,0
321,1
710,0
769,0
151,0
187,0
22,0
601,1
521,1
350,1
131,0
510,0
490,1
308,0
373,1
597,1
27,0
664,1
134,1
719,0
267,1
61,0
665,0
350,1
194,0
549,1
211,1
326,0
87,0
526,1
651,1
494,0
517,1
727,0
263,1
437,1
320,1
410,1
748,0
481,0
6,0
628,1
407,1
153,1
321,1
141,0
104,1
608,0
665,0
627,1
590,0
373,1
647,0
436,1
677,0
334,0
81,0
658,1
267,1
296,0
478,0
385,0
124,0
